image_name,Pprompt,Nprompt,illusion_strength,label,raw_answer,ill_answer,illless_answer,ill_filter_answer,illless_filter_answer
IllusionAnimals_251,Magenta sunrise greeting hopeful dawn,low quality,2.5,pigeon,pigeon,illusion animal pigeon,illusion animal deer,illusion animal pigeon,illusion animal deer
IllusionAnimals_252,"Ancient tree roots intertwining across the moonlit forest floor, moonlight filtering through branches",low quality,2.5,pigeon,pigeon,illusion animal rooster,no illusion animal,illusion animal pigeon,illusion animal deer
IllusionAnimals_253,A bustling city street lined with colorful shops and towering skyscrapers,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_254,Playful otters frolicking in shallow rapids,low quality,2.5,pigeon,pigeon,no illusion animal,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_255,A time-worn pirate ship adrift at sea,low quality,2.5,pigeon,pigeon,no illusion animal,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_256,Sandy dunes meet turquoise seas under a stormy sky,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_257,Graceful swans gliding effortlessly across glassy lake surface,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,illusion animal pigeon
IllusionAnimals_258,Ocean wave curling gracefully onto beach,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_259,A colorful sunset over a calm beautiful lake,low quality,2.5,pigeon,pigeon,illusion animal deer,no illusion animal,illusion animal pigeon,illusion animal deer
IllusionAnimals_260,A field of lavender with bees buzzing around the fragrant flowers,low quality,2.5,pigeon,pigeon,illusion animal horse,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_261,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_262,A lively carnival with bright tents and rides,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,illusion animal horse
IllusionAnimals_263,A medieval castle perched on a cliff overlooking the ocean,low quality,2.5,pigeon,pigeon,illusion animal deer,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_264,"A forgotten boat rests beneath the waves, sunlight illuminating its weathered hull",low quality,2.5,pigeon,pigeon,illusion animal fish,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_265,A bustling marketplace with colorful stalls and vibrant street food vendors,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_266,A forest with tall trees and a flowing river,low quality,2.5,pigeon,pigeon,illusion animal deer,no illusion animal,illusion animal pigeon,illusion animal deer
IllusionAnimals_267,"Forest sunrise, golden light stretches through canopy, birds sing softly",low quality,2.5,pigeon,pigeon,illusion animal rooster,no illusion animal,illusion animal fish,illusion animal deer
IllusionAnimals_268,A foggy forest with a winding river,low quality,2.5,pigeon,pigeon,illusion animal deer,illusion animal deer,illusion animal pigeon,illusion animal snake
IllusionAnimals_269,Beautiful butterfly alighting on delicate flower petals,low quality,2.5,pigeon,pigeon,illusion animal butterfly,illusion animal butterfly,illusion animal pigeon,illusion animal butterfly
IllusionAnimals_270,A rooftop view of a sprawling metropolis at night,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_271,A misty forest filled with towering redwoods,low quality,2.5,pigeon,pigeon,illusion animal deer,no illusion animal,illusion animal pigeon,illusion animal deer
IllusionAnimals_272,"Vast forest meets mountain peaks, sunlight filters through canopy secrets, birds sing in rhythmic streaks",low quality,2.5,pigeon,pigeon,illusion animal horse,illusion animal deer,illusion animal pigeon,illusion animal deer
IllusionAnimals_273,"Mountain meets lake reflection, sunlight dances on ripples, birds flutter over water",low quality,2.5,pigeon,pigeon,illusion animal elephant,illusion animal deer,illusion animal pigeon,illusion animal deer
IllusionAnimals_274,"City skyline reflected in a pool of water, neon lights shimmering",low quality,2.5,pigeon,pigeon,no illusion animal,illusion animal pigeon,illusion animal pigeon,illusion animal elephant
IllusionAnimals_275,A dirt path leading through a lush forest,low quality,2.5,pigeon,pigeon,illusion animal deer,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_276,A bustling city square adorned with festive decorations,low quality,2.5,pigeon,pigeon,illusion animal pigeon,illusion animal pigeon,illusion animal pigeon,illusion animal elephant
IllusionAnimals_277,"Volcanic mountains erupt in waves of fire, glowing rivers flow through valleys below",low quality,2.5,pigeon,pigeon,illusion animal horse,no illusion animal,illusion animal pigeon,illusion animal snake
IllusionAnimals_278,"Glowing fields of wildflowers stretch endlessly, vintage tractor leaves dusty trail",low quality,2.5,pigeon,pigeon,illusion animal rooster,no illusion animal,illusion animal pigeon,illusion animal horse
IllusionAnimals_279,A dreamy landscape with a cloudy sky and a rainbow,low quality,2.5,pigeon,pigeon,illusion animal elephant,illusion animal butterfly,illusion animal pigeon,illusion animal elephant
IllusionAnimals_280,A quaint seaside town with colorful fishing boats,low quality,2.5,pigeon,pigeon,illusion animal rooster,illusion animal fish,illusion animal pigeon,illusion animal fish
IllusionAnimals_281,"Golden warmth paints mountain slopes, river flows swiftly below, birds sing in colorful patterns",low quality,2.5,pigeon,pigeon,illusion animal horse,no illusion animal,illusion animal pigeon,illusion animal deer
IllusionAnimals_282,A starry night over a calm sea,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_283,"Pulse of the city fades to sea, mountains rise in rhythmic sway, river meets the history",low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_284,A field of vibrant wildflowers under a clear blue sky,low quality,2.5,pigeon,pigeon,illusion animal butterfly,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_285,A vibrant field of wildflowers blowing in the wind,low quality,2.5,pigeon,pigeon,illusion animal horse,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_286,A bustling city street with neon lights and towering skyscrapers,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_287,"Abandoned laboratory, scientific symbols floating in the air",low quality,2.5,pigeon,pigeon,illusion animal pigeon,illusion animal pigeon,illusion animal pigeon,illusion animal pigeon
IllusionAnimals_288,"Gentle waves lap sandy shores, towering waves crash against ancient cliffs",low quality,2.5,pigeon,pigeon,illusion animal dog,no illusion animal,illusion animal rooster,no illusion animal
IllusionAnimals_289,Hyena laughing boisterously while feasting,low quality,2.5,pigeon,pigeon,illusion animal dog,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_290,A refreshing oasis amidst vast desert sands,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_291,A lovely wedding reception held in elegant hall,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_292,A serene lake with lush forest and mountains,low quality,2.5,pigeon,pigeon,illusion animal rooster,illusion animal deer,illusion animal pigeon,illusion animal deer
IllusionAnimals_293,A picturesque seaside town with colorful houses lining the shore,low quality,2.5,pigeon,pigeon,illusion animal elephant,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_294,"Gentle waves reflect moonlight, illuminating underwater life in vibrant colors",low quality,2.5,pigeon,pigeon,illusion animal fish,no illusion animal,illusion animal pigeon,illusion animal fish
IllusionAnimals_295,Shark fin slicing smoothly through deep blue sea,low quality,2.5,pigeon,pigeon,illusion animal fish,illusion animal fish,illusion animal pigeon,illusion animal snake
IllusionAnimals_296,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,illusion animal snake
IllusionAnimals_297,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,2.5,pigeon,pigeon,illusion animal horse,no illusion animal,illusion animal rooster,illusion animal elephant
IllusionAnimals_298,A bustling city skyline at night,low quality,2.5,pigeon,pigeon,illusion animal pigeon,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_299,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,2.5,pigeon,pigeon,illusion animal pigeon,illusion animal snake,illusion animal pigeon,illusion animal snake
IllusionAnimals_300,A playful dolphin jumping out of crystal-clear waters,low quality,2.5,pigeon,pigeon,no illusion animal,no illusion animal,illusion animal pigeon,no illusion animal
IllusionAnimals_301,A winding river snaking through a lush green landscape,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal snake,illusion animal butterfly,illusion animal snake
IllusionAnimals_302,"Windswept dunes meeting turquoise sea, rolling waves foam and crest",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_303,A mystical desert oasis with palm trees and cool water,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_304,Crocodile basking in tropical sunshine,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal fish
IllusionAnimals_305,A lighthouse amidst a green landscape with the sea behind,low quality,2.5,butterfly,butterfly,illusion animal snake,no illusion animal,illusion animal fish,no illusion animal
IllusionAnimals_306,"Sun washes over river's surface, birds soar through canyon glow, sunlight filters through trees",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_307,"Starlight spills over snow-covered mountains, lone cabin huddled in valley below",low quality,2.5,butterfly,butterfly,illusion animal deer,illusion animal deer,illusion animal butterfly,no illusion animal
IllusionAnimals_308,"Neon city zoomed at night, palm trees reaching sky's edge",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal rooster,no illusion animal
IllusionAnimals_309,A Guru Nanak Jayanti langar serving equality,low quality,2.5,butterfly,butterfly,illusion animal snake,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_310,A peaceful meadow filled with grazing deer,low quality,2.5,butterfly,butterfly,illusion animal deer,illusion animal deer,illusion animal elephant,illusion animal horse
IllusionAnimals_311,"City skyline reflected in a pool of water, neon lights shimmering",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_312,Vintage carnival with Ferris wheel against twilight sky,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal fish,no illusion animal
IllusionAnimals_313,A peaceful cottage in a forest glade,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_314,A field of daisies with a rainbow in the background,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal butterfly,illusion animal butterfly,illusion animal elephant
IllusionAnimals_315,Birds singing harmoniously at dawn,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal pigeon
IllusionAnimals_316,A cozy cafe on a rainy day,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,no illusion animal
IllusionAnimals_317,A lush meadow beneath a bright blue summer sky,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_318,Misty jungle surrounded by vibrant flowers and tall palm trees,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_319,"Tropical forest meets cascading waterfall, turquoise river churns",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_320,"Ancient cave entrance, stalactites glow, sunlight filters through dusty air",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal elephant
IllusionAnimals_321,A doe by a lake drinking water,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,illusion animal deer
IllusionAnimals_322,"Space station orbits Earth, glowing city lights twinkle below clouds",low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal snake,illusion animal butterfly,illusion animal snake
IllusionAnimals_323,A futuristic city with flying cars and neon lights,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal deer,no illusion animal
IllusionAnimals_324,Rhinos charging through savannah,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal horse
IllusionAnimals_325,A futuristic cityscape with flying cars and neon signs,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_326,Glittering icicles hanging precariously off ledge,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_327,Moon setting behind rolling sand dunes in early dawn light,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_328,Seaside boardwalk with vintage arcade games,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_329,A forest with tall trees and a babbling brook,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_330,A rustic barn surrounded by fields of golden wheat,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_331,A vibrant sunset painting the sky in hues of orange and pink,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal snake
IllusionAnimals_332,Gentle waves guide small boats through hidden mangrove forest,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal rooster,no illusion animal
IllusionAnimals_333,A winter solstice bonfire warming hearts,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,no illusion animal
IllusionAnimals_334,Tranquil forest with birds singing in the canopy,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,illusion animal elephant
IllusionAnimals_335,An ancient city in the desert,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_336,Kangaroo bounding powerfully across Outback expanse,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,illusion animal deer
IllusionAnimals_337,A bustling train station with passengers rushing to catch their trains,low quality,2.5,butterfly,butterfly,illusion animal elephant,illusion animal pigeon,illusion animal butterfly,illusion animal pigeon
IllusionAnimals_338,A vast blue ocean containing small islands with palm trees,low quality,2.5,butterfly,butterfly,illusion animal fish,illusion animal fish,illusion animal snake,illusion animal elephant
IllusionAnimals_339,"A shimmering river flows through a desolate canyon, sunlight highlighting the eroded rock walls",low quality,2.5,butterfly,butterfly,illusion animal horse,no illusion animal,illusion animal snake,illusion animal snake
IllusionAnimals_340,A majestic bald eagle soaring overhead,low quality,2.5,butterfly,butterfly,illusion animal pigeon,no illusion animal,illusion animal butterfly,illusion animal pigeon
IllusionAnimals_341,A dark alleyway with neon lights and graffiti,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_342,A forest with tall trees and a winding path,low quality,2.5,butterfly,butterfly,illusion animal elephant,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_343,"Steam rises from meadow meadows, wildflowers bloom in vibrant hues, birds flutter",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_344,Tranquil mountains overlooking a lush jungle and flowing river,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_345,A foggy forest with tall trees and a wooden bridge,low quality,2.5,butterfly,butterfly,illusion animal deer,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_346,An abandoned castle with ivy-covered walls and a moat,low quality,2.5,butterfly,butterfly,illusion animal elephant,illusion animal deer,illusion animal butterfly,no illusion animal
IllusionAnimals_347,"City skyline reflected in a pool of water, neon lights shimmering",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal fish
IllusionAnimals_348,A field of poppies swaying in the breeze under a clear sky,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal snake
IllusionAnimals_349,"Sunbeams break through jungle canopy, river winds through valleys, sunlight paints patterns on everything",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_350,Cheetah sprinting swiftly,low quality,2.5,butterfly,butterfly,illusion animal snake,no illusion animal,illusion animal butterfly,illusion animal cat
IllusionAnimals_351,Desert canyon with towering rock formations illuminated by glowing sunlight,low quality,2.5,butterfly,butterfly,no illusion animal,no illusion animal,no illusion animal,no illusion animal
IllusionAnimals_352,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,2.5,butterfly,butterfly,illusion animal elephant,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_353,Tranquil meadow with wildflowers and distant hills,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_354,A girl with brown hair wearing a black dress standing in a field of flowers,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_355,A bustling harbor filled with fishing boats and seagulls,low quality,2.5,butterfly,butterfly,illusion animal fish,illusion animal fish,illusion animal butterfly,illusion animal fish
IllusionAnimals_356,A Kwanzaa celebration honoring heritage,low quality,2.5,butterfly,butterfly,illusion animal snake,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_357,"Volcanic mountains erupt in clouds, geothermal lake forms below",low quality,2.5,butterfly,butterfly,illusion animal snake,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_358,Camels crossing expansive desert dunes,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal snake
IllusionAnimals_359,A vast desert under the twilight sky,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_360,"Golden sunrise paints horizon, vast desert landscape, dunes shift in the gentle breeze",low quality,2.5,butterfly,butterfly,illusion animal deer,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_361,A rugged canyon carved by a winding river,low quality,2.5,butterfly,butterfly,illusion animal rooster,illusion animal snake,no illusion animal,no illusion animal
IllusionAnimals_362,A delightful puppet show entertaining young audiences,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal snake,illusion animal deer
IllusionAnimals_363,A bear fishing in a river at sunset,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal elephant,illusion animal butterfly,illusion animal elephant
IllusionAnimals_364,Old stone bridge over crystal clear mountain stream,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,no illusion animal
IllusionAnimals_365,Majestic castle standing proudly on cliffside,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_366,A lonely cottage in autumn forest,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal deer,no illusion animal
IllusionAnimals_367,"Silent mountains embrace turquoise lake, sunlight paints ripples",low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,illusion animal fish
IllusionAnimals_368,"Mountain lake reflects snow-capped peaks, wildflowers dance on surface",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal snake,illusion animal deer
IllusionAnimals_369,"Mountain lake reflections, snow-capped peaks rise above, tranquil scene",low quality,2.5,butterfly,butterfly,illusion animal elephant,illusion animal deer,illusion animal butterfly,illusion animal deer
IllusionAnimals_370,Clouds parting to reveal brilliant sunlight,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal horse
IllusionAnimals_371,A cozy cottage nestled in a snow-covered forest,low quality,2.5,butterfly,butterfly,illusion animal deer,illusion animal deer,illusion animal butterfly,illusion animal deer
IllusionAnimals_372,A field of wild lupine flowers stretching out to the horizon,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_373,A rugged canyon carved by a winding river,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal horse,illusion animal butterfly,illusion animal horse
IllusionAnimals_374,A festive carnival with bright lights and merry-go-rounds,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_375,A vibrant meadow with blooming flowers,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_376,"Volcanic mountains erupt in waves of fire, glowing rivers flow through valleys below",low quality,2.5,butterfly,butterfly,illusion animal snake,illusion animal snake,illusion animal butterfly,illusion animal snake
IllusionAnimals_377,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal snake
IllusionAnimals_378,Towering giant sequoia stretching high into sky,low quality,2.5,butterfly,butterfly,illusion animal elephant,illusion animal deer,illusion animal snake,illusion animal elephant
IllusionAnimals_379,**Scene:** A tranquil valley with a winding river and lush greenery,low quality,2.5,butterfly,butterfly,illusion animal elephant,illusion animal deer,illusion animal butterfly,no illusion animal
IllusionAnimals_380,Majestic castle standing proudly on cliffside,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_381,"Ethereal forest, sunlight filters through canopy, river flows silent",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_382,A bustling city street with neon lights and bustling crowds,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_383,Eerie underwater lab with glowing fish and abandoned research equipment,low quality,2.5,butterfly,butterfly,illusion animal fish,illusion animal fish,illusion animal butterfly,no illusion animal
IllusionAnimals_384,A surreal landscape with floating islands,low quality,2.5,butterfly,butterfly,illusion animal elephant,illusion animal elephant,illusion animal butterfly,illusion animal elephant
IllusionAnimals_385,A charming cottage covered in ivy with a thatched roof,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal snake
IllusionAnimals_386,"A vibrant sunset paints the desert landscape, casting long shadows over the towering dunes",low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal snake,no illusion animal,no illusion animal
IllusionAnimals_387,A quaint village with cobblestone streets,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal cat
IllusionAnimals_388,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,2.5,butterfly,butterfly,illusion animal snake,no illusion animal,illusion animal rooster,illusion animal deer
IllusionAnimals_389,A lively carnival with bright tents and rides,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_390,A vibrant forest with lush vegetation and a meandering river,low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,illusion animal snake
IllusionAnimals_391,A nostalgic drive-in movie theater under the stars,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_392,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,2.5,butterfly,butterfly,illusion animal butterfly,illusion animal deer,illusion animal butterfly,illusion animal deer
IllusionAnimals_393,A bustling marketplace with colorful stalls and exotic goods,low quality,2.5,butterfly,butterfly,illusion animal elephant,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_394,A charming vineyard with rows of grapevines stretching towards the horizon,low quality,2.5,butterfly,butterfly,illusion animal elephant,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_395,Cypress-lined lake reflects moonlight over granite cliffs,low quality,2.5,butterfly,butterfly,illusion animal snake,illusion animal deer,illusion animal butterfly,illusion animal elephant
IllusionAnimals_396,A lush vineyard stretching over rolling hills,low quality,2.5,butterfly,butterfly,illusion animal elephant,no illusion animal,illusion animal snake,no illusion animal
IllusionAnimals_397,"Vast expanse meets mountain lake, sunlight paints ripples, birds gently awake",low quality,2.5,butterfly,butterfly,illusion animal elephant,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_398,A spacecraft entering Mars' orbit,low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_399,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,2.5,butterfly,butterfly,illusion animal butterfly,no illusion animal,illusion animal butterfly,illusion animal deer
IllusionAnimals_400,A spooky graveyard under a full moon,low quality,2.5,butterfly,butterfly,illusion animal deer,no illusion animal,illusion animal butterfly,no illusion animal
IllusionAnimals_401,"Sun-drenched meadow meets winding waterfall, cradled by rolling hills",low quality,2.5,elephant,elephant,illusion animal elephant,illusion animal horse,illusion animal elephant,no illusion animal
IllusionAnimals_402,Tranquil meadow with blooming flowers and a stream,low quality,2.5,elephant,elephant,illusion animal deer,no illusion animal,illusion animal elephant,no illusion animal
IllusionAnimals_403,"A glimpse of hidden ruins illuminated by moonlight, secrets whispered in the shadows",low quality,2.5,elephant,elephant,illusion animal elephant,no illusion animal,illusion animal elephant,no illusion animal
IllusionAnimals_404,"Gentle waves meet volcanic cliffs, stars twinkle above",low quality,2.5,elephant,elephant,illusion animal elephant,no illusion animal,illusion animal elephant,no illusion animal
IllusionAnimals_405,A majestic bald eagle soaring overhead,low quality,2.5,elephant,elephant,illusion animal pigeon,no illusion animal,illusion animal elephant,illusion animal pigeon
IllusionAnimals_406,A babbling brook flowing gently among mossy boulders,low quality,2.5,elephant,elephant,illusion animal elephant,no illusion animal,illusion animal elephant,no illusion animal
IllusionAnimals_407,A grand palace with ornate golden gates and pillars,low quality,2.5,elephant,elephant,illusion animal elephant,illusion animal elephant,illusion animal elephant,no illusion animal
IllusionAnimals_408,Geysir erupting in Yellowstone National Park,low quality,2.5,elephant,elephant,illusion animal elephant,illusion animal elephant,illusion animal elephant,illusion animal elephant
IllusionAnimals_409,A cozy fireplace crackling in a rustic log cabin,low quality,2.5,elephant,elephant,illusion animal elephant,illusion animal deer,illusion animal elephant,illusion animal deer
IllusionAnimals_410,"Serene lake reflects snowy mountains, ice-covered trees dot surface like decorations",low quality,2.5,elephant,elephant,illusion animal deer,illusion animal deer,illusion animal elephant,illusion animal deer
IllusionAnimals_411,A Guru Nanak Jayanti langar serving equality,low quality,2.5,elephant,elephant,illusion animal rooster,no illusion animal,illusion animal elephant,no illusion animal
IllusionAnimals_412,Crocodile basking in tropical sunshine,low quality,2.5,elephant,elephant,illusion animal snake,no illusion animal,illusion animal elephant,illusion animal snake
IllusionAnimals_413,"Coastal cliffs meet crashing waves, sunlight illuminates spray",low quality,2.5,elephant,elephant,illusion animal elephant,no illusion animal,illusion animal elephant,no illusion animal
IllusionAnimals_414,A serene lake with a majestic waterfall,low quality,2.5,elephant,elephant,illusion animal elephant,no illusion animal,illusion animal elephant,illusion animal elephant
